,2010,2015,2020
COA_SC_LN,16.684,1.115,0.0
COA_USC_LN,0.0,0.0,0.0
COA_IGCC_LN,0.0,0.0,0.0
COA_USC_POS_CCS_LN,0.0,0.0,0.0
GAS_GT,0.0,0.56,0.696
GAS_CC,1.867,2.996,4.034
GAS_NGCC_POS_CCS,0.0,0.0,0.0
GAS_NGCC_OXY_CCS,0.0,0.0,0.0
NUK_LWR,24.573,23.527,23.711
REW_HYD_LG,1.643,3.615,2.629
REW_HYD_PS,0.166,0.166,0.166
REW_WND_ON_2530,1.49,1.49,2.11
REW_WND_ON_3035,0.0,2.816,2.816
REW_WND_ON_3540,0.0,4.524,4.524
REW_WND_ON_40UP,0.0,3.645,3.645
REW_PV_UTI,0.148,0.237,0.237
REW_PV_RFT,0.0,0.0,0.0
BIO_ST,0.0,0.0,0.0
BIO_CHP,0.868,0.919,0.899
BIO_IGCC,0.0,0.0,0.0
BIO_IGCC_CCS,0.0,0.0,0.0
BIO_IGCC_CHP,0.0,0.0,0.0
COA_CHP_BP_DH,1.158,1.158,1.158
COA_CHP_EC_DH,0.0,0.0,0.0
GAS_CHP_BP_DH,1.852,1.852,1.852
GAS_CHP_EC_DH,0.0,0.0,0.0
COA_CHP_EC_CCS_DH,0.0,0.0,0.0
GAS_CHP_EC_CCS_DH,0.0,0.0,1.544
OIL_ST,0.0,0.0,0.0
