COA_SUB_LN,2010,2015
1,795.14,0.0
2,587.45,0.0
3,574.28,0.0
4,515.84,0.0
5,550.51,0.0
6,795.14,0.0
7,795.14,0.0
8,795.14,420.87
9,795.14,353.68
10,795.14,410.3
11,795.14,795.14
12,795.14,614.77
13,795.14,220.87
14,795.14,220.87
15,768.64,362.19
16,795.14,447.22
17,795.14,493.93
18,795.14,574.27
19,795.14,574.27
20,795.14,283.43
21,795.14,0.0
22,795.14,0.0
23,795.14,0.0
24,574.27,0.0
25,484.55,0.0
26,436.45,0.0
27,346.0,0.0
28,298.54,0.0
29,246.19,0.0
30,221.33,0.0
31,294.91,0.0
32,452.56,0.0
33,498.22,0.0
34,502.34,0.0
35,468.49,0.0
36,442.0,0.0
37,467.29,0.0
38,451.5,0.0
39,480.74,0.0
40,574.28,0.0
41,780.33,0.0
42,574.27,0.0
43,574.27,0.0
44,574.27,0.0
45,615.6,0.0
46,574.28,0.0
47,574.28,0.0
48,574.28,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,196.07,0.0
55,397.57,0.0
56,397.57,0.0
57,397.57,0.0
58,292.26,0.0
59,220.87,0.0
60,259.83,0.0
61,239.54,0.0
62,248.45,0.0
63,258.77,0.0
64,349.35,0.0
65,397.57,0.0
66,220.87,0.0
67,220.87,0.0
68,220.87,0.0
69,220.87,0.0
70,397.57,0.0
71,397.57,0.0
72,244.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,45.04,0.0
105,0.0,0.0
106,0.0,0.0
107,95.0,0.0
108,0.0,0.0
109,102.43,0.0
110,0.0,0.0
111,0.0,0.0
112,220.87,0.0
113,287.62,0.0
114,354.98,0.0
115,397.57,0.0
116,352.36,0.0
117,300.05,0.0
118,220.87,0.0
119,220.87,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,264.86,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,273.0,0.0
151,611.82,0.0
152,795.14,0.0
153,795.14,0.0
154,597.25,0.0
155,557.74,0.0
156,498.18,0.0
157,442.34,0.0
158,454.75,0.0
159,517.06,0.0
160,587.7,0.0
161,795.14,0.0
162,795.14,0.0
163,585.03,0.0
164,584.81,0.0
165,795.14,0.0
166,574.27,0.0
167,574.28,0.0
168,442.34,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,220.87,0.0
188,224.71,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
COA_SC_LN,2010,2015
1,397.57,0.0
2,397.57,0.0
3,397.57,0.0
4,397.57,0.0
5,397.57,0.0
6,397.57,0.0
7,397.57,397.57
8,397.57,385.59
9,397.57,397.57
10,397.57,397.57
11,397.57,397.57
12,397.57,397.57
13,397.57,283.64
14,397.57,284.71
15,397.57,397.57
