COA_SUB_HC,2010,2015,2020
1,636.12,353.4,0.0
2,611.35,0.0,0.0
3,554.57,0.0,0.0
4,636.12,0.0,0.0
5,636.12,0.0,0.0
6,636.12,353.4,0.0
7,636.12,353.4,0.0
8,636.12,478.21,0.0
9,636.12,444.64,0.0
10,636.12,431.8,0.0
11,636.12,408.28,0.0
12,636.12,485.68,0.0
13,636.12,379.88,0.0
14,636.12,382.37,0.0
15,636.12,419.69,0.0
16,636.12,402.51,0.0
17,636.12,445.5,0.0
18,636.12,622.0,0.0
19,636.12,592.16,0.0
20,636.12,444.36,0.0
21,636.12,407.24,0.0
22,636.12,353.4,0.0
23,636.12,353.4,0.0
24,636.12,353.4,0.0
25,550.35,0.0,0.0
26,636.12,0.0,0.0
27,636.12,0.0,0.0
28,636.12,0.0,0.0
29,636.12,0.0,0.0
30,636.12,0.0,0.0
31,636.12,0.0,0.0
32,569.54,0.0,0.0
33,540.3,0.0,0.0
34,594.95,0.0,0.0
35,614.21,0.0,0.0
36,622.6,0.0,0.0
37,536.86,0.0,0.0
38,516.64,0.0,0.0
39,541.9,0.0,0.0
40,624.89,0.0,0.0
41,636.12,0.0,0.0
42,636.12,0.0,0.0
43,636.12,0.0,0.0
44,636.12,0.0,0.0
45,636.12,0.0,0.0
46,630.61,0.0,0.0
47,611.97,0.0,0.0
48,580.23,0.0,0.0
49,636.12,0.0,0.0
50,636.12,0.0,0.0
51,612.29,0.0,0.0
52,569.37,0.0,0.0
53,611.18,0.0,0.0
54,636.12,0.0,0.0
55,537.35,0.0,0.0
56,602.01,0.0,0.0
57,612.99,0.0,0.0
58,636.12,0.0,0.0
59,626.9,0.0,0.0
60,629.37,0.0,0.0
61,545.98,0.0,0.0
62,543.99,0.0,0.0
63,561.21,0.0,0.0
64,600.63,0.0,0.0
65,636.12,0.0,0.0
66,613.31,0.0,0.0
67,636.12,0.0,0.0
68,636.12,0.0,0.0
69,636.12,0.0,0.0
70,600.97,0.0,0.0
71,555.31,0.0,0.0
72,636.12,0.0,0.0
73,575.06,0.0,0.0
74,459.2,0.0,0.0
75,510.87,0.0,0.0
76,455.65,0.0,0.0
77,451.75,0.0,0.0
78,492.79,0.0,0.0
79,500.61,0.0,0.0
80,461.5,0.0,0.0
81,491.77,0.0,0.0
82,504.04,0.0,0.0
83,505.18,0.0,0.0
84,524.03,0.0,0.0
85,428.29,0.0,0.0
86,474.87,0.0,0.0
87,472.48,0.0,0.0
88,467.73,0.0,0.0
89,499.02,0.0,0.0
90,516.35,0.0,0.0
91,583.9,0.0,0.0
92,636.12,0.0,0.0
93,636.12,0.0,0.0
94,602.56,0.0,0.0
95,626.82,0.0,0.0
96,578.19,0.0,0.0
97,652.02,0.0,0.0
98,544.57,0.0,0.0
99,505.54,0.0,0.0
100,676.23,0.0,0.0
101,700.62,0.0,0.0
102,603.03,0.0,0.0
103,703.27,0.0,0.0
104,703.27,0.0,0.0
105,703.27,0.0,0.0
106,703.27,0.0,0.0
107,703.27,0.0,0.0
108,703.27,0.0,0.0
109,703.27,0.0,0.0
110,703.27,0.0,0.0
111,703.27,0.0,0.0
112,703.27,0.0,0.0
113,703.27,0.0,0.0
114,703.27,0.0,0.0
115,703.27,0.0,0.0
116,703.27,0.0,0.0
117,703.27,0.0,0.0
118,703.27,0.0,0.0
119,703.27,0.0,0.0
120,703.27,0.0,0.0
121,464.76,0.0,0.0
122,573.49,0.0,0.0
123,618.65,0.0,0.0
124,570.78,0.0,0.0
125,555.04,0.0,0.0
126,551.74,0.0,0.0
127,568.99,0.0,0.0
128,600.03,0.0,0.0
129,552.43,0.0,0.0
130,580.3,0.0,0.0
131,598.76,0.0,0.0
132,628.54,0.0,0.0
133,565.55,0.0,0.0
134,618.65,0.0,0.0
135,606.13,0.0,0.0
136,589.58,0.0,0.0
137,445.85,0.0,0.0
138,446.41,0.0,0.0
139,501.26,0.0,0.0
140,502.27,0.0,0.0
141,493.17,0.0,0.0
142,495.75,0.0,0.0
143,495.97,0.0,0.0
144,457.75,0.0,0.0
145,636.12,0.0,0.0
146,636.12,0.0,0.0
147,636.12,0.0,0.0
148,632.26,0.0,0.0
149,636.12,0.0,0.0
150,636.12,0.0,0.0
151,636.12,0.0,0.0
152,636.12,353.4,0.0
153,636.12,353.4,0.0
154,636.12,353.4,0.0
155,636.12,353.4,0.0
156,636.12,353.4,0.0
157,636.12,353.4,0.0
158,636.12,353.4,0.0
159,636.12,353.4,0.0
160,636.12,353.4,0.0
161,636.12,353.4,0.0
162,636.12,353.4,0.0
163,636.12,353.4,0.0
164,636.12,353.4,0.0
165,636.12,353.4,0.0
166,636.12,0.0,0.0
167,636.12,0.0,0.0
168,548.37,0.0,0.0
169,636.12,0.0,0.0
170,626.24,0.0,0.0
171,570.58,0.0,0.0
172,505.35,0.0,0.0
173,501.86,0.0,0.0
174,556.09,0.0,0.0
175,593.97,0.0,0.0
176,636.12,0.0,0.0
177,636.12,0.0,0.0
178,636.12,0.0,0.0
179,636.12,0.0,0.0
180,636.12,0.0,0.0
181,587.63,0.0,0.0
182,631.51,0.0,0.0
183,636.12,0.0,0.0
184,600.57,0.0,0.0
185,636.12,0.0,0.0
186,636.12,0.0,0.0
187,636.12,0.0,0.0
188,636.12,0.0,0.0
189,636.12,0.0,0.0
190,636.12,0.0,0.0
191,636.12,0.0,0.0
192,636.12,0.0,0.0
COA_SC_HC,2010,2015,2020
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
